,,,Museum,Order,Class,Family,Genus,Sp,Ssp,,Sex,Continent/Ocean,Country,State/Province,,,Locality,,,,Preservative,,,Life Stage,,,,,,,Year,Elevation,,,,,,,,,,,Day,Month,COLLECTOR,,
227535,28451,TJP,CAS,Reptilia,Sauria,Gekkonidae,Hemidactylus,citernii,,,,Africa,Somalia,Bari Region,,,,"11 km SE (by rd) of Bosasso, Biyo Kulule Hot Spring, 11 14 57.6 N, 49 16 04.2 E",T.J. Papenfuss,1-Jul-03,Alc,S. Carranza and E.N. Arnold,2006,,,55 m,,,"Elev. 55 m, 11 14.96 N, 49 16.07 E, Biyo Kulule Hot Spring, 11 km SE (by road) Bosasso, Bari Region, Puntland State, Somalia",,2003,55,,m,11,14,57.6,N,49,16,4.2,E,1,Jul,T.J. Papenfuss,GPS
227536,28453,TJP,CAS,Reptilia,Sauria,Lacertidae,Latastia,longicaudata,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Balade, 11 16 24.0 N, 49 09 51.0 E",T.J. Papenfuss,1-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,20 m,,,"Elev. 20 m, 11 16.40 N, 49 09.85 E, Balade, Bosasso, Bari Region, Puntland State, Somalia",,2003,20,,m,11,16,24,N,49,9,51,E,1,Jul,T.J. Papenfuss,GPS
227537,28455,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,flavipunctatus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Balade, 11 16 24.0 N, 49 09 51.0 E",T.J. Papenfuss,2-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,,,20 m,,,"Elev. 20 m, 11 16.40 N, 49 09.85 E, Balade, Bosasso, Bari Region, Puntland State, Somalia",,2003,20,,m,11,16,24,N,49,9,51,E,2,Jul,T.J. Papenfuss,GPS
227538,28459,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,flavipunctatus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Balade, 11 16 24.0 N, 49 09 51.0 E",T.J. Papenfuss,2-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,,,20 m,,,"Elev. 20 m, 11 16.40 N, 49 09.85 E, Balade, Bosasso, Bari Region, Puntland State, Somalia",,2003,20,,m,11,16,24,N,49,9,51,E,2,Jul,T.J. Papenfuss,GPS
227539,28461,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,flavipunctatus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Balade, 11 16 24.0 N, 49 09 51.0 E",T.J. Papenfuss,2-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,,,20 m,,,"Elev. 20 m, 11 16.40 N, 49 09.85 E, Balade, Bosasso, Bari Region, Puntland State, Somalia",,2003,20,,m,11,16,24,N,49,9,51,E,2,Jul,T.J. Papenfuss,GPS
227540,28462,TJP,CAS,Reptilia,Serpentes,Colubridae,Psammophis,tanganicus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Balade, 11 16 24.0 N, 49 09 51.0 E",T.J. Papenfuss,2-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,,,20 m,,,"Elev. 20 m, 11 16.40 N, 49 09.85 E, Balade, Bosasso, Bari Region, Puntland State, Somalia",,2003,20,,m,11,16,24,N,49,9,51,E,2,Jul,T.J. Papenfuss,GPS
227541,28463,TJP,CAS,Reptilia,Sauria,Gekkonidae,Hemidactylus,frenatus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Hotel Kamal, 11 17 07.8 N, 49 10 43.8 E",T.J. Papenfuss,2-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Juv,,15 m,,,"Elev. 15 m, 11 17.13 N, 49 10.73 E, Hotel Kamal, Bosasso, Bari Region, Puntland State, Somalia",,2003,15,,m,11,17,7.8,N,49,10,43.8,E,2,Jul,T.J. Papenfuss,GPS
227542,28464,TJP,CAS,Reptilia,Sauria,Gekkonidae,Hemidactylus,frenatus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Hotel Kamal, 11 17 07.8 N, 49 10 43.8 E",T.J. Papenfuss,2-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,15 m,,,"Elev. 15 m, 11 17.13 N, 49 10.73 E, Hotel Kamal, Bosasso, Bari Region, Puntland State, Somalia",,2003,15,,m,11,17,7.8,N,49,10,43.8,E,2,Jul,T.J. Papenfuss,GPS
227543,28465,TJP,CAS,Reptilia,Sauria,Scincidae,Chalcides,,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Hotel Kamal, 11 17 07.8 N, 49 10 43.8 E",T.J. Papenfuss,2-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,,,15 m,,,"Elev. 15 m, 11 17.13 N, 49 10.73 E, Hotel Kamal, Bosasso, Bari Region, Puntland State, Somalia",,2003,15,,m,11,17,7.8,N,49,10,43.8,E,2,Jul,T.J. Papenfuss,GPS
227544,28466,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,cf. somalicus,,,,Africa,Somalia,Bari Region,,,,9 km SSE (by dirt rd) of Bosasso,T.J. Papenfuss,5-Jul-03,Alc,E.N. Arnold,16-Dec-03,,,,,,"9 km SSE (by dirt road) Bosasso, Bari Region, Puntland State, Somalia",,2003,,,,,,,,,,,,5,Jul,,
227545,28467,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,somalicus,,,,Africa,Somalia,Bari Region,,,,9 km SSE (by dirt rd) of Bosasso,T.J. Papenfuss,5-Jul-03,Alc,E.N. Arnold,16-Dec-03,,,,,,"9 km SSE (by dirt road) Bosasso, Bari Region, Puntland State, Somalia",,2003,,,,,,,,,,,,5,Jul,,
227546,28469,TJP,CAS,Reptilia,Sauria,Lacertidae,Pseuderemias,,,,,Africa,Somalia,Bari Region,,,,9 km SSE (by dirt rd) of Bosasso,T.J. Papenfuss,5-Jul-03,Alc,S. Baha El Din,Nov-04,,,,,,"9 km SSE (by dirt road) Bosasso, Bari Region, Puntland State, Somalia",,2003,,,,,,,,,,,,5,Jul,,
227547,28470,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227548,28471,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227549,28472,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227550,28473,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227551,28474,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227552,28475,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227553,28476,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,J/A,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227554,28477,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,J/A,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227555,28478,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,J/A,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227556,28479,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227557,28480,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227558,28481,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,,,,,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227559,28484,TJP,CAS,Amphibia,Anura,Ranidae,Ptychadena,,,,F,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227560,28485,TJP,CAS,Amphibia,Anura,Ranidae,Ptychadena,,,,F,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227561,28486,TJP,CAS,Amphibia,Anura,Ranidae,Ptychadena,,,,F,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227562,28490,TJP,CAS,Amphibia,Anura,Ranidae,Ptychadena,,,,F,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227563,28491,TJP,CAS,Amphibia,Anura,Ranidae,Ptychadena,,,,M,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227564,28492,TJP,CAS,Amphibia,Anura,Ranidae,Ptychadena,,,,M,Africa,Somalia,Bari Region,,,,"3 km N (by Bosasso Rd) of Karin, 11 01 34.2 N, 49 11 34.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,260 m,,,"Elev. 260 m, 11 01.57 N, 49 11.58 E, Lag, 3 km N (by Bosasso Rd.), Karin, Bari Region, Puntland State, Somalia",,2003,260,,m,11,1,34.2,N,49,11,34.8,E,5,Jul,T.J. Papenfuss,GPS
227565,28494,TJP,CAS,Reptilia,Sauria,Scincidae,Chalcides,ocellatus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Hotel Kamal, 11 17 07.8 N, 49 10 43.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Juv,,15 m,,,"Elev. 15 m, 11 17.13 N, 49 10.73 E, Hotel Kamal, Bosasso, Bari Region, Puntland State, Somalia",,2003,15,,m,11,17,7.8,N,49,10,43.8,E,5,Jul,T.J. Papenfuss,GPS
227566,28495,TJP,CAS,Reptilia,Sauria,Scincidae,Chalcides,ocellatus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Hotel Kamal, 11 17 07.8 N, 49 10 43.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Juv,,15 m,,,"Elev. 15 m, 11 17.13 N, 49 10.73 E, Hotel Kamal, Bosasso, Bari Region, Puntland State, Somalia",,2003,15,,m,11,17,7.8,N,49,10,43.8,E,5,Jul,T.J. Papenfuss,GPS
227567,28493,TJP,CAS,Reptilia,Sauria,Scincidae,Chalcides,ocellatus,,,,Africa,Somalia,Bari Region,,,,"Bosasso, Hotel Kamal, 11 17 07.8 N, 49 10 43.8 E",T.J. Papenfuss,5-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,15 m,,,"Elev. 15 m, 11 17.13 N, 49 10.73 E, Hotel Kamal, Bosasso, Bari Region, Puntland State, Somalia",,2003,15,,m,11,17,7.8,N,49,10,43.8,E,5,Jul,T.J. Papenfuss,GPS
227568,28496,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 19 km S (by Salalah Rd) of Thamarit, 17 29 18.0, 54 03 40.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,562 m,,,"Elev. 562 m, 17 29.30 N, 54 03.67 E, 19 km S (by Salalah Rd.), Thamarit, Dhofar, Oman",,2003,562,,m,17,29,18,N,54,3,40.2,E,11,Jul,T.J. Papenfuss,GPS
227569,28497,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 19 km S (by Salalah Rd) of Thamarit, 17 29 18.0, 54 03 40.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,562 m,,,"Elev. 562 m, 17 29.30 N, 54 03.67 E, 19 km S (by Salalah Rd.), Thamarit, Dhofar, Oman",,2003,562,,m,17,29,18,N,54,3,40.2,E,11,Jul,T.J. Papenfuss,GPS
227570,28500,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 19 km S (by Salalah Rd) of Thamarit, 17 29 18.0, 54 03 40.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Juv,,562 m,,,"Elev. 562 m, 17 29.30 N, 54 03.67 E, 19 km S (by Salalah Rd.), Thamarit, Dhofar, Oman",,2003,562,,m,17,29,18,N,54,3,40.2,E,11,Jul,T.J. Papenfuss,GPS
227571,28501,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 19 km S (by Salalah Rd) of Thamarit, 17 29 18.0, 54 03 40.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Juv,,562 m,,,"Elev. 562 m, 17 29.30 N, 54 03.67 E, 19 km S (by Salalah Rd.), Thamarit, Dhofar, Oman",,2003,562,,m,17,29,18,N,54,3,40.2,E,11,Jul,T.J. Papenfuss,GPS
227572,28502,TJP,CAS,Reptilia,Sauria,Lacertidae,Acanthodactylus,opheodurus,,,,Asia,Oman,,,,,"Dhofar, 19 km S (by Salalah Rd) of Thamarit, 17 29 18.0, 54 03 40.2 E",T.J. Papenfuss,11-Jul-03,Alc,E.N. Arnold,16-Dec-03,,,562 m,,,"Elev. 562 m, 17 29.30 N, 54 03.67 E, 19 km S (by Salalah Rd.), Thamarit, Dhofar, Oman",,2003,562,,m,17,29,18,N,54,3,40.2,E,11,Jul,T.J. Papenfuss,GPS
227573,28502,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227574,28503,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227575,28506,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,J/A,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227576,28507,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,J/A,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227577,28508,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,carteri,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Juv,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227578,28509,TJP,CAS,Reptilia,Sauria,Agamidae,Uromastyx,benti,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,E.N. Arnold,16-Dec-03,Adult,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227579,28512,TJP,CAS,Reptilia,Sauria,Agamidae,Uromastyx,benti,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,E.N. Arnold,16-Dec-03,Juv,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227580,28513,TJP,CAS,Reptilia,Sauria,Agamidae,Pseudotrapelus,sinaitus,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227581,28515,TJP,CAS,Reptilia,Sauria,Agamidae,Pseudotrapelus,sinaitus,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227582,28516,TJP,CAS,Reptilia,Sauria,Lacertidae,Acanthodactylus,felicis,,,,Asia,Oman,,,,,"Dhofar, 18 km N (by Salalah Rd) of Mirabat, 17 00 33.6 N, 54 42 10.2 E",T.J. Papenfuss,11-Jul-03,Alc,E.N. Arnold,16-Dec-03,,,35 m,,,"Elev. 35 m, 17 00.56 N, 54 42.17 E, 18 km N (by Salalah Rd.) Mirabat Castle, Dhofar, Oman",,2003,35,,m,17,0,33.6,N,54,42,10.2,E,11,Jul,T.J. Papenfuss,GPS
227583,28517,TJP,CAS,Reptilia,Sauria,Agamidae,Pseudotrapelus,sinaitus,,,,Asia,Oman,,,,,"Dhofar, Ayn Hamran Rd, 0.6 km N (by rd) of Salalah to Mirbat rd, 17 02 36.0 N, 54 16 30.6 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,Adult,,30 m,,,"Elev. 30 m, 17 02.60 N, 54 16.51 E, 0.6 km N (by Ayn Hamran Rd.) of junc. with Salalah to Mirbat Rd., Dhofar, Oman",,2003,30,,m,17,2,36,N,54,16,30.6,E,11,Jul,T.J. Papenfuss,GPS
227584,28519,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,dhufarensis,,,,Asia,Oman,,,,,"Dhofar, Ayn Hamran (spring), 17 06 00.6 N, 54 17 02.4 E",T.J. Papenfuss,11-Jul-03,Alc,T.J. Papenfuss,2-Oct-03,,,110 m,,,"Elev. 110 m, 17 06.01 N, 54 17.04 E, Ayn Hamran (spring), Dhofar, Oman",,2003,110,,m,17,6,0.6,N,54,17,2.4,E,11,Jul,T.J. Papenfuss,GPS
227585,28522,TJP,CAS,Reptilia,Sauria,Gekkonidae,Pristurus,cf. rupestris,,,,Asia,Oman,,,,,"Dhofar, Ayn Hamran (spring), 17 06 00.6 N, 54 17 02.4 E",T.J. Papenfuss,12-Jul-03,Alc,E.N. Arnold,16-Dec-03,,,110 m,,,"Elev. 110 m, 17 06.01 N, 54 17.04 E, Ayn Hamran (spring), Dhofar, Oman",,2003,110,,m,17,6,0.6,N,54,17,2.4,E,12,Jul,T.J. Papenfuss,GPS
227586,28523,TJP,CAS,Reptilia,Sauria,Gekkonidae,Hemidactylus,yerburii,,,,Asia,Oman,,,,,"Dhofar, Ayn Hamran (spring), 17 06 00.6 N, 54 17 02.4 E",T.J. Papenfuss,12-Jul-03,Alc,E.N. Arnold,16-Dec-03,,,110 m,,,"Elev. 110 m, 17 06.01 N, 54 17.04 E, Ayn Hamran (spring), Dhofar, Oman",,2003,110,,m,17,6,0.6,N,54,17,2.4,E,12,Jul,T.J. Papenfuss,GPS
